payment_id,payment_reference,loan_id,emi_number,payment_date,emi_amount,principal_paid,interest_paid,late_fee,payment_method,payment_status,remaining_balance
41026,BKAIPAY17974911,1367,41,2028-04-13,68296.9,43363.45,24933.45,284,Cash,Late,1202946.95
41027,BKAIPAY68573070,1367,42,2028-05-13,68296.9,44211.67,24085.23,0,UPI,Paid,1158735.28
41028,BKAIPAY69401316,1367,43,2028-06-12,68296.9,51852.31,16444.59,813,UPI,Late,1106882.97
41029,BKAIPAY57126093,1367,44,2028-07-12,68296.9,43184.46,25112.44,0,Auto Debit,Paid,1063698.51
41030,BKAIPAY26873886,1367,45,2028-08-11,68296.9,38502.18,29794.72,0,Auto Debit,Paid,1025196.33
41031,BKAIPAY11253972,1367,46,2028-09-10,68296.9,54407.62,13889.28,0,UPI,Paid,970788.71
41032,BKAIPAY92202222,1368,1,2025-10-20,69180.68,38198.22,30982.46,0,UPI,Paid,2037222.18
41033,BKAIPAY60059309,1368,2,2025-11-19,69180.68,54808.63,14372.05,0,Auto Debit,Paid,1982413.55
41034,BKAIPAY45486823,1368,3,2025-12-19,69180.68,49729.18,19451.5,0,Auto Debit,Paid,1932684.37
41035,BKAIPAY93963403,1368,4,2026-01-18,69180.68,48406.21,20774.47,0,UPI,Paid,1884278.16
41036,BKAIPAY65339660,1368,5,2026-02-17,69180.68,44525.48,24655.2,0,Cash,Paid,1839752.68
41037,BKAIPAY69995704,1368,6,2026-03-19,69180.68,47880.2,21300.48,0,Cash,Paid,1791872.48
41038,BKAIPAY62378645,1368,7,2026-04-18,69180.68,45141.59,24039.09,0,Auto Debit,Paid,1746730.89
41039,BKAIPAY52030999,1368,8,2026-05-18,69180.68,46005.39,23175.29,0,Auto Debit,Paid,1700725.5
41040,BKAIPAY60035855,1368,9,2026-06-17,69180.68,45114.53,24066.15,0,Auto Debit,Paid,1655610.97
41041,BKAIPAY50434628,1368,10,2026-07-17,69180.68,43898.75,25281.93,0,Cheque,Paid,1611712.22
41042,BKAIPAY71737863,1368,11,2026-08-16,69180.68,38175.09,31005.59,0,Cheque,Paid,1573537.13
41043,BKAIPAY90217150,1368,12,2026-09-15,69180.68,52553.08,16627.6,0,Auto Debit,Paid,1520984.05
41044,BKAIPAY79478025,1368,13,2026-10-15,69180.68,53479.25,15701.43,0,IMPS,Paid,1467504.8
41045,BKAIPAY30665406,1368,14,2026-11-14,69180.68,48831.01,20349.67,0,Auto Debit,Paid,1418673.79
41046,BKAIPAY66991442,1368,15,2026-12-14,69180.68,46449.36,22731.32,0,Auto Debit,Paid,1372224.43
41047,BKAIPAY38935518,1368,16,2027-01-13,69180.68,44485.94,24694.74,0,Cheque,Paid,1327738.49
41048,BKAIPAY36264390,1368,17,2027-02-12,69180.68,39308.79,29871.89,0,Cash,Paid,1288429.7
41049,BKAIPAY40664779,1368,18,2027-03-14,69180.68,41388.73,27791.95,0,IMPS,Paid,1247040.97
41050,BKAIPAY63236405,1368,19,2027-04-13,69180.68,42578.5,26602.18,561,IMPS,Late,1204462.47
41051,BKAIPAY20840831,1368,20,2027-05-13,69180.68,46613.14,22567.54,0,Auto Debit,Paid,1157849.33
41052,BKAIPAY69818842,1368,21,2027-06-12,69180.68,49814.06,19366.62,0,Auto Debit,Paid,1108035.27
41053,BKAIPAY10788547,1368,22,2027-07-12,69180.68,48301.56,20879.12,0,Auto Debit,Paid,1059733.71
41054,BKAIPAY62166758,1368,23,2027-08-11,69180.68,47232.06,21948.62,0,IMPS,Paid,1012501.65
41055,BKAIPAY74540054,1368,24,2027-09-10,69180.68,51005.64,18175.04,0,UPI,Paid,961496.01
41056,BKAIPAY84214856,1368,25,2027-10-10,69180.68,54821.71,14358.97,0,UPI,Paid,906674.3
41057,BKAIPAY56928224,1368,26,2027-11-09,69180.68,41736.35,27444.33,0,Auto Debit,Paid,864937.95
41058,BKAIPAY41406751,1368,27,2027-12-09,69180.68,44505.67,24675.01,0,Auto Debit,Paid,820432.28
41059,BKAIPAY50066536,1368,28,2028-01-08,69180.68,43885.25,25295.43,0,UPI,Paid,776547.03
41060,BKAIPAY59847457,1368,29,2028-02-07,69180.68,45600.9,23579.78,0,Auto Debit,Paid,730946.13
41061,BKAIPAY47956993,1368,30,2028-03-08,69180.68,44848.12,24332.56,0,IMPS,Paid,686098.01
41062,BKAIPAY95331770,1369,1,2025-07-03,72620.29,43879.59,28740.7,268,NEFT,Late,3369274.04
41063,BKAIPAY22076723,1369,2,2025-08-02,72620.29,53620.23,19000.06,812,NEFT,Late,3315653.81
41064,BKAIPAY68625787,1369,3,2025-09-01,72620.29,48468.92,24151.37,0,Auto Debit,Paid,3267184.89
41065,BKAIPAY34473296,1369,4,2025-10-01,72620.29,43979.01,28641.28,911,Auto Debit,Missed,3223205.88
41066,BKAIPAY69977613,1369,5,2025-10-31,72620.29,49242.38,23377.91,0,Cheque,Paid,3173963.5
41067,BKAIPAY44931017,1369,6,2025-11-30,72620.29,51118.04,21502.25,0,Auto Debit,Paid,3122845.46
41068,BKAIPAY26747115,1369,7,2025-12-30,72620.29,47028.32,25591.97,0,UPI,Paid,3075817.14
41069,BKAIPAY70058934,1369,8,2026-01-29,72620.29,55651.04,16969.25,0,Auto Debit,Paid,3020166.1
41070,BKAIPAY38710896,1369,9,2026-02-28,72620.29,51726.11,20894.18,0,NEFT,Paid,2968439.99
41071,BKAIPAY34310720,1369,10,2026-03-30,72620.29,52248.25,20372.04,0,Auto Debit,Paid,2916191.74
41072,BKAIPAY14383382,1369,11,2026-04-29,72620.29,45462.52,27157.77,0,NEFT,Paid,2870729.22
41073,BKAIPAY36282057,1369,12,2026-05-29,72620.29,42579.32,30040.97,0,Auto Debit,Paid,2828149.9
41074,BKAIPAY44148793,1369,13,2026-06-28,72620.29,55645.54,16974.75,0,Auto Debit,Paid,2772504.36
41075,BKAIPAY30650970,1369,14,2026-07-28,72620.29,43794.77,28825.52,0,NEFT,Paid,2728709.59
41076,BKAIPAY65779403,1369,15,2026-08-27,72620.29,44129.54,28490.75,0,NEFT,Paid,2684580.05
41077,BKAIPAY95340465,1369,16,2026-09-26,72620.29,58073.89,14546.4,0,UPI,Paid,2626506.16
41078,BKAIPAY84774019,1369,17,2026-10-26,72620.29,52701.37,19918.92,236,Auto Debit,Late,2573804.79
41079,BKAIPAY30380749,1369,18,2026-11-25,72620.29,49243.92,23376.37,0,Auto Debit,Paid,2524560.87
41080,BKAIPAY24298779,1369,19,2026-12-25,72620.29,48400.11,24220.18,0,Auto Debit,Paid,2476160.76
41081,BKAIPAY13735714,1369,20,2027-01-24,72620.29,48293.95,24326.34,460,Auto Debit,Late,2427866.81
41082,BKAIPAY33575784,1369,21,2027-02-23,72620.29,50216.38,22403.91,0,Auto Debit,Paid,2377650.43
41083,BKAIPAY67201484,1369,22,2027-03-25,72620.29,54372.61,18247.68,0,Cash,Paid,2323277.82
41084,BKAIPAY37106039,1369,23,2027-04-24,72620.29,42497.09,30123.2,0,NEFT,Paid,2280780.73
41085,BKAIPAY36122858,1369,24,2027-05-24,72620.29,41262.13,31358.16,0,NEFT,Paid,2239518.6
41086,BKAIPAY63697260,1369,25,2027-06-23,72620.29,51949.38,20670.91,0,NEFT,Paid,2187569.22
41087,BKAIPAY32824678,1369,26,2027-07-23,72620.29,52159.94,20460.35,0,NEFT,Paid,2135409.28
41088,BKAIPAY34265175,1369,27,2027-08-22,72620.29,52802.55,19817.74,0,NEFT,Paid,2082606.73
41089,BKAIPAY57083258,1369,28,2027-09-21,72620.29,57484.63,15135.66,0,UPI,Paid,2025122.1
41090,BKAIPAY49474387,1369,29,2027-10-21,72620.29,56759.32,15860.97,0,UPI,Paid,1968362.78
41091,BKAIPAY92637259,1369,30,2027-11-20,72620.29,57070.53,15549.76,538,UPI,Missed,1911292.25
41092,BKAIPAY49842876,1369,31,2027-12-20,72620.29,54017.05,18603.24,0,UPI,Paid,1857275.2
41093,BKAIPAY38376243,1369,32,2028-01-19,72620.29,47789.0,24831.29,0,UPI,Paid,1809486.2
41094,BKAIPAY21261218,1369,33,2028-02-18,72620.29,45143.17,27477.12,0,Auto Debit,Paid,1764343.03
41095,BKAIPAY50354880,1369,34,2028-03-19,72620.29,44368.92,28251.37,0,Auto Debit,Paid,1719974.11
41096,BKAIPAY29917953,1369,35,2028-04-18,72620.29,42106.86,30513.43,0,UPI,Paid,1677867.25
41097,BKAIPAY93380815,1369,36,2028-05-18,72620.29,52664.17,19956.12,0,Cheque,Paid,1625203.08
41098,BKAIPAY12916053,1369,37,2028-06-17,72620.29,46015.32,26604.97,0,Cheque,Paid,1579187.76
41099,BKAIPAY90251572,1369,38,2028-07-17,72620.29,58065.16,14555.13,0,NEFT,Paid,1521122.6
41100,BKAIPAY20584125,1369,39,2028-08-16,72620.29,43733.29,28887.0,0,Auto Debit,Paid,1477389.31
41101,BKAIPAY66891085,1369,40,2028-09-15,72620.29,46926.5,25693.79,0,IMPS,Paid,1430462.81
41102,BKAIPAY80613617,1369,41,2028-10-15,72620.29,40575.09,32045.2,0,Auto Debit,Paid,1389887.72
41103,BKAIPAY83413222,1369,42,2028-11-14,72620.29,52567.64,20052.65,2119,Auto Debit,Missed,1337320.08
41104,BKAIPAY69811233,1369,43,2028-12-14,72620.29,51479.13,21141.16,0,NEFT,Paid,1285840.95
41105,BKAIPAY95468119,1369,44,2029-01-13,72620.29,40852.19,31768.1,0,Auto Debit,Paid,1244988.76
41106,BKAIPAY77880434,1369,45,2029-02-12,72620.29,49957.18,22663.11,0,Auto Debit,Paid,1195031.58
41107,BKAIPAY70773853,1369,46,2029-03-14,72620.29,41100.45,31519.84,0,UPI,Paid,1153931.13
41108,BKAIPAY80051655,1369,47,2029-04-13,72620.29,46887.57,25732.72,0,UPI,Paid,1107043.56
41109,BKAIPAY97558574,1370,1,2025-02-11,6094.73,4875.38,1219.35,0,Auto Debit,Paid,190155.98
41110,BKAIPAY92466415,1370,2,2025-03-13,6094.73,4450.74,1643.99,390,Auto Debit,Late,185705.24
41111,BKAIPAY43247291,1370,3,2025-04-12,6094.73,3583.92,2510.81,0,UPI,Paid,182121.32
41112,BKAIPAY18949645,1370,4,2025-05-12,6094.73,4515.13,1579.6,0,NEFT,Paid,177606.19
41113,BKAIPAY77197370,1370,5,2025-06-11,6094.73,3676.95,2417.78,0,Cash,Paid,173929.24
41114,BKAIPAY91960466,1370,6,2025-07-11,6094.73,3596.12,2498.61,0,Cash,Paid,170333.12
41115,BKAIPAY10479284,1370,7,2025-08-10,6094.73,3409.69,2685.04,0,Auto Debit,Paid,166923.43
41116,BKAIPAY52741376,1370,8,2025-09-09,6094.73,3971.25,2123.48,0,IMPS,Paid,162952.18
41117,BKAIPAY79002878,1370,9,2025-10-09,6094.73,3752.82,2341.91,434,NEFT,Late,159199.36
41118,BKAIPAY17883032,1370,10,2025-11-08,6094.73,4075.63,2019.1,0,UPI,Paid,155123.73
41119,BKAIPAY39561289,1370,11,2025-12-08,6094.73,3783.01,2311.72,0,Cash,Paid,151340.72
41120,BKAIPAY79204670,1370,12,2026-01-07,6094.73,4790.1,1304.63,0,NEFT,Paid,146550.62
41121,BKAIPAY14740955,1370,13,2026-02-06,6094.73,3414.68,2680.05,0,Auto Debit,Paid,143135.94
41122,BKAIPAY68134597,1370,14,2026-03-08,6094.73,4425.01,1669.72,0,Auto Debit,Paid,138710.93
41123,BKAIPAY52982710,1370,15,2026-04-07,6094.73,4374.1,1720.63,0,UPI,Paid,134336.83
41124,BKAIPAY26034209,1370,16,2026-05-07,6094.73,3634.23,2460.5,0,UPI,Paid,130702.6
41125,BKAIPAY35410098,1370,17,2026-06-06,6094.73,3441.85,2652.88,1079,UPI,Missed,127260.75
41126,BKAIPAY37899608,1370,18,2026-07-06,6094.73,4721.44,1373.29,0,UPI,Paid,122539.31
41127,BKAIPAY40806352,1370,19,2026-08-05,6094.73,4522.9,1571.83,0,UPI,Paid,118016.41
41128,BKAIPAY38065491,1370,20,2026-09-04,6094.73,3612.16,2482.57,0,NEFT,Paid,114404.25
41129,BKAIPAY37827111,1370,21,2026-10-04,6094.73,4234.37,1860.36,0,NEFT,Paid,110169.88
41130,BKAIPAY46712480,1370,22,2026-11-03,6094.73,3411.69,2683.04,0,NEFT,Paid,106758.19
41131,BKAIPAY13028122,1370,23,2026-12-03,6094.73,3527.22,2567.51,0,Auto Debit,Paid,103230.97
41132,BKAIPAY23214762,1370,24,2027-01-02,6094.73,4355.34,1739.39,0,Auto Debit,Paid,98875.63
41133,BKAIPAY55879340,1370,25,2027-02-01,6094.73,4648.9,1445.83,0,NEFT,Paid,94226.73
41134,BKAIPAY72782113,1370,26,2027-03-03,6094.73,3635.96,2458.77,0,Auto Debit,Paid,90590.77
41135,BKAIPAY23883178,1370,27,2027-04-02,6094.73,4784.43,1310.3,0,Auto Debit,Paid,85806.34
41136,BKAIPAY60614629,1370,28,2027-05-02,6094.73,4005.87,2088.86,0,Auto Debit,Paid,81800.47
41137,BKAIPAY39744822,1370,29,2027-06-01,6094.73,4794.41,1300.32,0,UPI,Paid,77006.06
41138,BKAIPAY25290945,1370,30,2027-07-01,6094.73,4214.56,1880.17,0,UPI,Paid,72791.5
41139,BKAIPAY57766452,1370,31,2027-07-31,6094.73,4413.18,1681.55,0,Auto Debit,Paid,68378.32
41140,BKAIPAY99967416,1370,32,2027-08-30,6094.73,3772.25,2322.48,0,Auto Debit,Paid,64606.07
41141,BKAIPAY20967702,1371,1,2025-09-07,30609.0,18663.1,11945.9,0,UPI,Paid,440471.9
41142,BKAIPAY64768788,1371,2,2025-10-07,30609.0,20606.11,10002.89,0,Cheque,Paid,419865.79
41143,BKAIPAY30674617,1371,3,2025-11-06,30609.0,22556.12,8052.88,0,UPI,Paid,397309.67
41144,BKAIPAY94163456,1371,4,2025-12-06,30609.0,16926.42,13682.58,0,IMPS,Paid,380383.25
41145,BKAIPAY90863121,1371,5,2026-01-05,30609.0,23074.58,7534.42,0,Cheque,Paid,357308.67
41146,BKAIPAY23918610,1371,6,2026-02-04,30609.0,23479.49,7129.51,0,Auto Debit,Paid,333829.18
41147,BKAIPAY72404249,1371,7,2026-03-06,30609.0,23319.1,7289.9,0,Cash,Paid,310510.08
41148,BKAIPAY73063758,1371,8,2026-04-05,30609.0,20050.03,10558.97,0,NEFT,Paid,290460.05
41149,BKAIPAY43633000,1371,9,2026-05-05,30609.0,20266.89,10342.11,0,IMPS,Paid,270193.16
41150,BKAIPAY57462106,1371,10,2026-06-04,30609.0,20628.43,9980.57,0,Cheque,Paid,249564.73
41151,BKAIPAY19049675,1371,11,2026-07-04,30609.0,23570.04,7038.96,0,Auto Debit,Paid,225994.69
41152,BKAIPAY76104429,1371,12,2026-08-03,30609.0,18448.05,12160.95,0,IMPS,Paid,207546.64
41153,BKAIPAY55723345,1371,13,2026-09-02,30609.0,19129.9,11479.1,0,Cheque,Paid,188416.74
41154,BKAIPAY36580284,1371,14,2026-10-02,30609.0,20798.29,9810.71,0,IMPS,Paid,167618.45
41155,BKAIPAY99938735,1371,15,2026-11-01,30609.0,19209.58,11399.42,0,Auto Debit,Paid,148408.87
41156,BKAIPAY64373615,1372,1,2025-05-31,47036.77,32533.82,14502.95,0,Auto Debit,Paid,1002275.12
41157,BKAIPAY88384527,1372,2,2025-06-30,47036.77,37066.45,9970.32,0,Auto Debit,Paid,965208.67
41158,BKAIPAY17094222,1372,3,2025-07-30,47036.77,34282.01,12754.76,0,Cash,Paid,930926.66
41159,BKAIPAY77586901,1372,4,2025-08-29,47036.77,32092.23,14944.54,0,Cash,Paid,898834.43
41160,BKAIPAY54609586,1372,5,2025-09-28,47036.77,34837.85,12198.92,0,Cash,Paid,863996.58
41161,BKAIPAY65207343,1372,6,2025-10-28,47036.77,27023.14,20013.63,0,IMPS,Paid,836973.44
41162,BKAIPAY58119132,1372,7,2025-11-27,47036.77,35214.92,11821.85,0,Cash,Paid,801758.52
41163,BKAIPAY55082188,1372,8,2025-12-27,47036.77,34950.81,12085.96,0,NEFT,Paid,766807.71
41164,BKAIPAY45274079,1372,9,2026-01-26,47036.77,26508.76,20528.01,0,UPI,Paid,740298.95
41165,BKAIPAY34984946,1372,10,2026-02-25,47036.77,26621.36,20415.41,0,Cheque,Paid,713677.59
41166,BKAIPAY79793908,1372,11,2026-03-27,47036.77,35630.49,11406.28,0,NEFT,Paid,678047.1
41167,BKAIPAY48226238,1372,12,2026-04-26,47036.77,29319.09,17717.68,0,NEFT,Paid,648728.01
41168,BKAIPAY99882165,1372,13,2026-05-26,47036.77,27702.13,19334.64,0,Cash,Paid,621025.88
41169,BKAIPAY25443966,1372,14,2026-06-25,47036.77,27903.41,19133.36,0,Auto Debit,Paid,593122.47
41170,BKAIPAY99986967,1372,15,2026-07-25,47036.77,28590.38,18446.39,1463,UPI,Late,564532.09
41171,BKAIPAY52173103,1372,16,2026-08-24,47036.77,29431.04,17605.73,0,Auto Debit,Paid,535101.05
41172,BKAIPAY66099154,1372,17,2026-09-23,47036.77,34858.0,12178.77,0,Cheque,Paid,500243.05
41173,BKAIPAY30356470,1372,18,2026-10-23,47036.77,33943.68,13093.09,0,Auto Debit,Paid,466299.37
41174,BKAIPAY14180260,1372,19,2026-11-22,47036.77,27776.85,19259.92,0,Auto Debit,Paid,438522.52
41175,BKAIPAY11051970,1372,20,2026-12-22,47036.77,29488.59,17548.18,0,NEFT,Paid,409033.93
41176,BKAIPAY62953483,1372,21,2027-01-21,47036.77,32594.51,14442.26,0,Cheque,Paid,376439.42
41177,BKAIPAY74624816,1372,22,2027-02-20,47036.77,31430.21,15606.56,0,Auto Debit,Paid,345009.21
41178,BKAIPAY77092837,1373,1,2024-11-08,19106.59,11634.24,7472.35,0,Cash,Paid,466030.51
41179,BKAIPAY19401835,1373,2,2024-12-08,19106.59,12494.15,6612.44,0,UPI,Paid,453536.36
41180,BKAIPAY24794815,1373,3,2025-01-07,19106.59,13119.64,5986.95,0,Auto Debit,Paid,440416.72
41181,BKAIPAY11467962,1373,4,2025-02-06,19106.59,14258.02,4848.57,0,NEFT,Paid,426158.7
41182,BKAIPAY28476495,1373,5,2025-03-08,19106.59,11780.79,7325.8,0,UPI,Paid,414377.91
41183,BKAIPAY40430707,1373,6,2025-04-07,19106.59,13759.36,5347.23,0,Auto Debit,Paid,400618.55
41184,BKAIPAY87931780,1373,7,2025-05-07,19106.59,13292.45,5814.14,0,Cash,Paid,387326.1
41185,BKAIPAY40293582,1373,8,2025-06-06,19106.59,14647.98,4458.61,0,Auto Debit,Paid,372678.12
41186,BKAIPAY14783258,1373,9,2025-07-06,19106.59,13193.96,5912.63,0,Auto Debit,Paid,359484.16
41187,BKAIPAY68139987,1373,10,2025-08-05,19106.59,13605.87,5500.72,0,Auto Debit,Paid,345878.29
41188,BKAIPAY56071565,1373,11,2025-09-04,19106.59,15146.43,3960.16,0,Auto Debit,Paid,330731.86
41189,BKAIPAY27448800,1373,12,2025-10-04,19106.59,11290.43,7816.16,0,Auto Debit,Paid,319441.43
41190,BKAIPAY47389468,1373,13,2025-11-03,19106.59,14665.79,4440.8,0,Auto Debit,Paid,304775.64
41191,BKAIPAY25799656,1373,14,2025-12-03,19106.59,11460.08,7646.51,0,Auto Debit,Paid,293315.56
41192,BKAIPAY42916430,1373,15,2026-01-02,19106.59,14107.12,4999.47,0,Auto Debit,Paid,279208.44
41193,BKAIPAY24267355,1373,16,2026-02-01,19106.59,10525.75,8580.84,0,Auto Debit,Paid,268682.69
41194,BKAIPAY71331409,1373,17,2026-03-03,19106.59,12463.5,6643.09,1499,UPI,Late,256219.19
41195,BKAIPAY32123410,1373,18,2026-04-02,19106.59,12758.29,6348.3,0,NEFT,Paid,243460.9
41196,BKAIPAY65004105,1373,19,2026-05-02,19106.59,12134.23,6972.36,0,IMPS,Paid,231326.67
41197,BKAIPAY70568234,1373,20,2026-06-01,19106.59,13535.26,5571.33,0,Auto Debit,Paid,217791.41
41198,BKAIPAY31777236,1373,21,2026-07-01,19106.59,15007.16,4099.43,0,Auto Debit,Paid,202784.25
41199,BKAIPAY21542630,1373,22,2026-07-31,19106.59,13307.03,5799.56,0,UPI,Paid,189477.22
41200,BKAIPAY10510386,1373,23,2026-08-30,19106.59,14278.2,4828.39,0,Auto Debit,Paid,175199.02
41201,BKAIPAY92021245,1373,24,2026-09-29,19106.59,10675.55,8431.04,1016,IMPS,Missed,164523.47
41202,BKAIPAY21631610,1373,25,2026-10-29,19106.59,11156.49,7950.1,0,Cheque,Paid,153366.98
41203,BKAIPAY88458859,1374,1,2025-08-21,19052.7,13330.52,5722.18,0,Cheque,Paid,672566.68
41204,BKAIPAY18802743,1374,2,2025-09-20,19052.7,12911.31,6141.39,0,Auto Debit,Paid,659655.37
41205,BKAIPAY47164030,1374,3,2025-10-20,19052.7,13678.98,5373.72,0,NEFT,Paid,645976.39
41206,BKAIPAY77407403,1374,4,2025-11-19,19052.7,14663.33,4389.37,0,NEFT,Paid,631313.06
41207,BKAIPAY86265748,1374,5,2025-12-19,19052.7,12052.7,7000.0,0,Auto Debit,Paid,619260.36
41208,BKAIPAY27336722,1374,6,2026-01-18,19052.7,11922.32,7130.38,0,Auto Debit,Paid,607338.04
41209,BKAIPAY28405740,1374,7,2026-02-17,19052.7,13325.16,5727.54,0,Auto Debit,Paid,594012.88
41210,BKAIPAY96646283,1374,8,2026-03-19,19052.7,12314.24,6738.46,0,UPI,Paid,581698.64
41211,BKAIPAY40495452,1374,9,2026-04-18,19052.7,11981.77,7070.93,0,Cash,Paid,569716.87
41212,BKAIPAY73510338,1374,10,2026-05-18,19052.7,11768.9,7283.8,0,Auto Debit,Paid,557947.97
41213,BKAIPAY91316196,1374,11,2026-06-17,19052.7,13848.43,5204.27,984,UPI,Missed,544099.54
41214,BKAIPAY44050715,1374,12,2026-07-17,19052.7,12845.52,6207.18,0,Auto Debit,Paid,531254.02
41215,BKAIPAY95360020,1374,13,2026-08-16,19052.7,14929.13,4123.57,0,IMPS,Paid,516324.89
41216,BKAIPAY20384442,1374,14,2026-09-15,19052.7,13628.31,5424.39,0,UPI,Paid,502696.58
41217,BKAIPAY99419173,1374,15,2026-10-15,19052.7,11056.91,7995.79,0,NEFT,Paid,491639.67
41218,BKAIPAY56051739,1374,16,2026-11-14,19052.7,13628.91,5423.79,0,Cash,Paid,478010.76
41219,BKAIPAY13495250,1374,17,2026-12-14,19052.7,10774.19,8278.51,0,Auto Debit,Paid,467236.57
41220,BKAIPAY39949284,1374,18,2027-01-13,19052.7,11454.13,7598.57,0,Auto Debit,Paid,455782.44
41221,BKAIPAY49195167,1374,19,2027-02-12,19052.7,11350.42,7702.28,0,Cash,Paid,444432.02
41222,BKAIPAY52693943,1374,20,2027-03-14,19052.7,14460.33,4592.37,0,Auto Debit,Paid,429971.69
41223,BKAIPAY67837799,1374,21,2027-04-13,19052.7,11305.49,7747.21,0,Auto Debit,Paid,418666.2
41224,BKAIPAY86343944,1374,22,2027-05-13,19052.7,13982.25,5070.45,0,Auto Debit,Paid,404683.95
41225,BKAIPAY33088476,1374,23,2027-06-12,19052.7,13864.06,5188.64,0,UPI,Paid,390819.89
41226,BKAIPAY62703788,1374,24,2027-07-12,19052.7,11736.62,7316.08,0,Auto Debit,Paid,379083.27
41227,BKAIPAY84893585,1374,25,2027-08-11,19052.7,11692.87,7359.83,0,Cash,Paid,367390.4
41228,BKAIPAY55123275,1374,26,2027-09-10,19052.7,11546.68,7506.02,0,Cash,Paid,355843.72
41229,BKAIPAY77576274,1374,27,2027-10-10,19052.7,10709.44,8343.26,0,IMPS,Paid,345134.28
41230,BKAIPAY35492039,1374,28,2027-11-09,19052.7,13065.75,5986.95,0,UPI,Paid,332068.53
41231,BKAIPAY34487349,1374,29,2027-12-09,19052.7,12466.7,6586.0,0,UPI,Paid,319601.83
41232,BKAIPAY19507135,1374,30,2028-01-08,19052.7,12847.23,6205.47,0,UPI,Paid,306754.6
41233,BKAIPAY79338063,1374,31,2028-02-07,19052.7,14727.1,4325.6,0,Auto Debit,Paid,292027.5
41234,BKAIPAY82364279,1374,32,2028-03-08,19052.7,13435.39,5617.31,0,Cheque,Paid,278592.11
41235,BKAIPAY67855012,1374,33,2028-04-07,19052.7,13206.71,5845.99,0,UPI,Paid,265385.4
41236,BKAIPAY32335811,1374,34,2028-05-07,19052.7,14794.52,4258.18,0,Cash,Paid,250590.88
41237,BKAIPAY72666089,1374,35,2028-06-06,19052.7,14204.38,4848.32,0,Auto Debit,Paid,236386.5
41238,BKAIPAY36984878,1374,36,2028-07-06,19052.7,14264.47,4788.23,0,Auto Debit,Paid,222122.03
41239,BKAIPAY96943606,1375,1,2026-01-08,50810.81,39867.46,10943.35,0,UPI,Paid,1230402.79
41240,BKAIPAY13577375,1375,2,2026-02-07,50810.81,38662.79,12148.02,0,Auto Debit,Paid,1191740.0
41241,BKAIPAY53890602,1375,3,2026-03-09,50810.81,40177.77,10633.04,0,UPI,Paid,1151562.23
41242,BKAIPAY23802830,1375,4,2026-04-08,50810.81,33316.3,17494.51,245,Auto Debit,Late,1118245.93
41243,BKAIPAY71281600,1375,5,2026-05-08,50810.81,31933.13,18877.68,0,Auto Debit,Paid,1086312.8
41244,BKAIPAY58151766,1375,6,2026-06-07,50810.81,31615.99,19194.82,0,IMPS,Paid,1054696.81
41245,BKAIPAY61437789,1375,7,2026-07-07,50810.81,30896.33,19914.48,0,Cheque,Paid,1023800.48
41246,BKAIPAY21790341,1375,8,2026-08-06,50810.81,31950.8,18860.01,0,IMPS,Paid,991849.68
41247,BKAIPAY85342628,1375,9,2026-09-05,50810.81,38945.51,11865.3,0,Cash,Paid,952904.17
41248,BKAIPAY30963417,1375,10,2026-10-05,50810.81,33689.63,17121.18,0,UPI,Paid,919214.54
41249,BKAIPAY21818719,1375,11,2026-11-04,50810.81,28246.24,22564.57,0,UPI,Paid,890968.3
41250,BKAIPAY99598378,1375,12,2026-12-04,50810.81,28090.78,22720.03,0,Auto Debit,Paid,862877.52
41251,BKAIPAY62707496,1375,13,2027-01-03,50810.81,37259.64,13551.17,0,IMPS,Paid,825617.88
41252,BKAIPAY68436900,1375,14,2027-02-02,50810.81,28202.45,22608.36,0,Cheque,Paid,797415.43
41253,BKAIPAY23930536,1375,15,2027-03-04,50810.81,28688.46,22122.35,0,Auto Debit,Paid,768726.97
41254,BKAIPAY57761101,1375,16,2027-04-03,50810.81,28930.8,21880.01,0,Auto Debit,Paid,739796.17
41255,BKAIPAY38207042,1375,17,2027-05-03,50810.81,36236.37,14574.44,0,UPI,Paid,703559.8
41256,BKAIPAY35850702,1375,18,2027-06-02,50810.81,40555.19,10255.62,0,Auto Debit,Paid,663004.61
41257,BKAIPAY81525733,1375,19,2027-07-02,50810.81,31122.69,19688.12,0,UPI,Paid,631881.92
41258,BKAIPAY68311589,1375,20,2027-08-01,50810.81,29640.36,21170.45,0,NEFT,Paid,602241.56
41259,BKAIPAY22855536,1375,21,2027-08-31,50810.81,31076.57,19734.24,0,IMPS,Paid,571164.99
41260,BKAIPAY79776481,1375,22,2027-09-30,50810.81,34167.34,16643.47,0,Cheque,Paid,536997.65
41261,BKAIPAY58336788,1375,23,2027-10-30,50810.81,33878.92,16931.89,0,Cash,Paid,503118.73
41262,BKAIPAY28722974,1375,24,2027-11-29,50810.81,39260.36,11550.45,0,Auto Debit,Paid,463858.37
41263,BKAIPAY97743780,1375,25,2027-12-29,50810.81,39191.83,11618.98,0,UPI,Paid,424666.54
41264,BKAIPAY85022445,1376,1,2026-05-06,76068.31,55436.71,20631.6,0,Auto Debit,Paid,857383.01
41265,BKAIPAY63540194,1376,2,2026-06-05,76068.31,46582.66,29485.65,0,IMPS,Paid,810800.35
41266,BKAIPAY12311622,1376,3,2026-07-05,76068.31,42766.62,33301.69,0,UPI,Paid,768033.73
