loan_id,loan_number,customer_id,account_id,loan_type_id,branch_id,loan_amount,interest_rate,tenure_months,emi_amount,outstanding_balance,disbursement_date,maturity_date,loan_status,collateral_value,credit_score,purpose,risk_category
626,BKAILN34953074,5862,8039,3,10,1730755,11.64,56,40202.79,351663.38,2025-03-02,2029-10-07,Active,2884006.08,739,Working Capital,Medium
627,BKAILN85382123,1086,12636,6,37,114122,12.02,52,2826.34,93091.08,2019-02-20,2023-05-30,Active,0.0,538,Medical,High
628,BKAILN76927800,767,8993,2,54,3768949,14.71,21,204656.08,1045547.64,2023-04-13,2025-01-02,Active,0.0,805,Personal Expenses,Low
629,BKAILN48166934,2148,13200,3,5,250727,10.7,61,5346.8,218256.04,2016-09-19,2021-09-23,Closed,449194.55,772,Home Purchase,Low
630,BKAILN52033591,8091,1543,6,51,699481,15.51,20,39913.28,321978.03,2021-08-16,2023-04-08,Active,0.0,869,Personal Expenses,Low
631,BKAILN40379009,2789,2885,8,25,492014,11.97,91,8252.07,110634.75,2025-05-21,2032-11-10,Active,883400.44,746,Working Capital,Medium
632,BKAILN46226982,2791,4515,9,75,5929488,13.95,56,144655.32,2000338.97,2024-08-29,2029-04-05,Active,9377752.79,688,Education,Medium
633,BKAILN47653656,5275,15818,6,29,1366741,17.03,108,24812.73,847510.97,2022-10-21,2031-09-04,Active,0.0,801,Vehicle Purchase,Low
634,BKAILN99992846,3542,15341,12,50,488064,11.0,23,23632.43,75279.11,2019-12-16,2021-11-05,Active,0.0,313,Business Expansion,High
635,BKAILN24181508,2131,7170,6,47,4155568,12.46,87,72775.8,991514.5,2018-02-25,2025-04-19,Active,0.0,816,Personal Expenses,Low
636,BKAILN29768893,7553,3512,10,96,259822,8.54,111,3393.65,248479.51,2022-01-21,2031-03-05,Active,390790.37,404,Home Purchase,High
637,BKAILN63274774,8228,14119,8,66,1888075,9.65,67,36560.77,331659.42,2019-05-01,2024-10-31,Active,2647140.71,454,Personal Expenses,High
638,BKAILN79607791,7104,3578,5,88,390064,9.11,7,57428.36,247551.87,2023-07-10,2024-02-05,Active,573664.76,805,Medical,Low
639,BKAILN62601013,6438,3320,2,29,1706346,12.15,18,104175.41,518419.51,2022-05-31,2023-11-22,Active,0.0,714,Vehicle Purchase,Medium
640,BKAILN42026965,2790,10326,8,88,232259,9.72,112,3162.54,212982.48,2019-11-10,2029-01-21,Active,356629.71,612,Education,High
641,BKAILN11306458,9733,11540,6,61,56676,17.3,30,2340.47,50619.14,2022-07-18,2025-01-03,Active,0.0,474,Personal Expenses,High
642,BKAILN23420761,4991,11000,4,58,536472,10.39,35,17833.13,418176.29,2023-08-17,2026-07-02,Active,0.0,396,Working Capital,High
643,BKAILN25134534,4423,17017,9,94,1263971,10.66,43,35494.17,1140399.1,2021-10-05,2025-04-17,Active,2075653.24,795,Education,Low
644,BKAILN37690126,1463,6352,7,49,1249091,14.21,180,16811.27,1219064.76,2017-09-12,2032-06-25,Active,0.0,668,Vehicle Purchase,Medium
645,BKAILN51516670,3123,1347,11,75,7225576,12.22,81,131424.86,4553796.84,2021-02-12,2027-10-09,Active,12729200.06,582,Working Capital,High
646,BKAILN80220858,4748,18290,10,86,17394765,7.37,113,213935.71,16255577.1,2019-11-28,2029-03-10,Active,20925759.0,453,Personal Expenses,High
647,BKAILN57278935,11,1636,5,33,2171770,8.19,15,152815.35,321148.22,2024-02-13,2025-05-08,Active,2853868.77,740,Vehicle Purchase,Medium
648,BKAILN39374592,527,15506,9,46,19572694,12.49,47,528692.8,9568027.41,2023-04-19,2027-02-27,Active,34110936.57,597,Agriculture,High
649,BKAILN28679934,3269,8193,7,18,1133388,11.7,37,36636.35,1006832.95,2017-11-21,2020-12-05,Active,0.0,892,Medical,Low
650,BKAILN77620927,5859,15348,5,46,1817681,8.91,15,128500.97,338884.94,2020-08-08,2021-11-01,Active,2669446.28,620,Agriculture,High
651,BKAILN93334410,8901,18533,7,38,2370899,12.04,155,30218.41,1330041.42,2018-12-29,2031-09-22,Active,0.0,430,Agriculture,High
652,BKAILN85892528,7889,10857,3,8,292644,10.06,24,13512.14,57458.9,2018-03-20,2020-03-09,Active,443659.36,597,Home Purchase,High
653,BKAILN75089577,3289,3759,12,9,1538730,11.73,10,162266.29,1149781.89,2022-01-06,2022-11-02,Active,0.0,306,Business Expansion,High
654,BKAILN41531482,8958,8529,9,79,1493510,9.94,25,66385.57,552496.22,2024-02-20,2026-03-11,Active,2148568.97,488,Business Expansion,High
655,BKAILN74487117,4752,9485,7,86,797138,10.3,17,50595.29,471916.0,2017-08-28,2019-01-20,Active,0.0,787,Personal Expenses,Low
656,BKAILN26123105,9245,12761,6,2,2450200,15.67,62,57896.52,306700.34,2023-11-04,2028-12-07,Active,0.0,768,Home Purchase,Low
657,BKAILN58016078,8203,16490,11,27,1432141,12.1,66,29819.79,733993.97,2017-05-24,2022-10-25,Active,1584497.95,462,Agriculture,High
658,BKAILN62872219,1118,15852,9,49,1237919,9.78,53,28857.11,279813.48,2016-09-05,2021-01-12,Default,2041913.54,610,Education,High
659,BKAILN19069088,737,968,10,94,4203830,9.13,76,73042.71,4034311.13,2018-11-25,2025-02-21,Active,5648546.19,713,Business Expansion,Medium
660,BKAILN18639582,1015,8208,11,15,406160,9.92,83,6782.21,306791.67,2023-07-21,2030-05-15,Active,555975.54,730,Business Expansion,Medium
661,BKAILN36807901,3207,8274,8,63,2730091,11.67,215,30337.24,600333.3,2021-04-08,2038-12-05,Active,4221204.03,869,Vehicle Purchase,Low
662,BKAILN28865991,86,11783,4,100,277574,9.3,65,5452.08,51791.28,2018-01-02,2023-05-06,Active,0.0,334,Business Expansion,High
663,BKAILN57258874,5841,18308,6,18,4215241,12.3,105,65737.27,3561112.17,2019-02-08,2027-09-24,Active,0.0,812,Personal Expenses,Low
664,BKAILN54415303,370,7341,7,38,348399,12.94,30,13654.82,107138.32,2019-11-29,2022-05-17,Closed,0.0,853,Vehicle Purchase,Low
665,BKAILN51908052,6541,1857,7,70,132765,13.37,29,5382.71,124616.97,2019-09-12,2022-01-29,Active,0.0,812,Business Expansion,Low
666,BKAILN83428820,5401,2043,10,31,562869,8.41,45,14627.51,506146.0,2021-10-01,2025-06-12,Active,642556.83,509,Home Purchase,High
667,BKAILN14778162,8137,16634,6,29,9625691,17.87,65,232163.19,7228863.12,2022-06-20,2027-10-22,Active,0.0,406,Agriculture,High
668,BKAILN74716210,855,12686,8,99,2110536,10.06,118,28236.96,1506388.94,2021-04-01,2030-12-10,Active,3411779.58,865,Education,Low
669,BKAILN41966664,3802,3015,7,76,742396,13.36,152,10151.88,365906.46,2021-08-27,2034-02-20,Active,0.0,359,Agriculture,High
670,BKAILN17604050,2077,14371,12,24,5384029,15.02,31,210618.25,4476064.75,2022-09-13,2025-03-31,Active,0.0,378,Working Capital,High
671,BKAILN82966957,3373,16218,6,91,4542268,15.22,43,137697.41,768204.04,2018-02-20,2021-09-02,Active,0.0,556,Working Capital,High
672,BKAILN24009401,885,11359,4,53,7048547,10.27,101,104522.01,5131303.58,2021-12-04,2030-03-22,Active,0.0,815,Personal Expenses,Low
673,BKAILN41555291,7214,14869,5,15,121896,8.24,35,3929.89,91716.95,2021-04-29,2024-03-14,Active,201318.32,336,Home Purchase,High
674,BKAILN60912405,3022,14126,5,69,677196,8.83,18,40306.55,302162.77,2021-03-18,2022-09-09,Active,765970.22,510,Vehicle Purchase,High
675,BKAILN67384680,936,3579,1,71,63627,9.47,209,622.53,25886.64,2025-03-12,2042-05-12,Active,106923.11,744,Vehicle Purchase,Medium
676,BKAILN12037883,4599,8992,9,11,20908470,11.59,48,546400.6,16121904.07,2020-04-05,2024-03-15,Default,36532591.78,435,Vehicle Purchase,High
677,BKAILN51190770,9314,10519,6,34,3517059,15.0,16,243896.51,2276237.98,2016-11-06,2018-03-01,Active,0.0,427,Personal Expenses,High
678,BKAILN52147927,1050,14433,8,24,294548,9.06,62,5966.72,183094.95,2024-11-05,2029-12-09,Active,340404.06,864,Vehicle Purchase,Low
679,BKAILN87831614,5200,1375,5,71,169233,10.61,10,17757.13,22787.49,2018-02-28,2018-12-25,Active,267237.35,750,Home Purchase,Low
680,BKAILN69567530,1855,16746,12,10,3481995,16.45,14,275038.7,690295.52,2021-07-31,2022-09-24,Active,0.0,819,Working Capital,Low
681,BKAILN97507034,6140,15424,10,38,407048,8.11,117,5045.09,263062.94,2021-11-03,2031-06-14,Active,550410.66,717,Education,Medium
682,BKAILN56177977,3521,12414,6,75,553552,11.31,31,20675.4,425038.86,2016-09-29,2019-04-17,Active,0.0,895,Education,Low
683,BKAILN82338977,1987,17294,7,7,43789037,13.69,178,576036.44,25984840.5,2018-06-08,2033-01-20,Active,0.0,728,Personal Expenses,Medium
684,BKAILN25490996,3950,14583,6,94,3023532,12.88,119,45117.03,930648.08,2021-06-11,2031-03-21,Closed,0.0,622,Agriculture,High
685,BKAILN82157584,4014,13357,6,87,660315,11.56,83,11591.8,202576.04,2020-10-21,2027-08-16,Active,0.0,428,Education,High
686,BKAILN34147877,7440,509,10,22,1158180,7.78,48,28155.11,716230.76,2023-11-03,2027-10-13,Active,1786887.4,502,Vehicle Purchase,High
687,BKAILN62091796,6920,11612,9,17,439469,12.7,42,13015.16,435487.47,2023-08-19,2027-01-30,Active,524139.04,842,Medical,Low
688,BKAILN94668837,7369,14277,12,38,482388,12.26,16,32833.97,460645.4,2021-07-10,2022-11-02,Active,0.0,718,Education,Medium
689,BKAILN60918794,5251,14372,12,23,1568235,11.6,30,60470.65,1107983.72,2021-05-09,2023-10-26,Active,0.0,764,Vehicle Purchase,Low
690,BKAILN52758855,2924,4693,2,6,601268,12.24,75,11509.48,214491.22,2020-09-19,2026-11-17,Active,0.0,693,Medical,Medium
691,BKAILN40015561,2775,9453,7,34,372687,12.36,159,4774.84,129122.5,2022-04-10,2035-05-02,Default,0.0,749,Business Expansion,Medium
692,BKAILN82197852,3198,219,4,63,100319,11.17,60,2189.69,96694.58,2025-01-21,2029-12-26,Active,0.0,852,Home Purchase,Low
693,BKAILN69647037,7083,16163,6,34,1432865,12.42,85,25427.48,1066948.27,2024-04-10,2031-04-04,Active,0.0,422,Education,High
694,BKAILN19943990,5158,1257,5,56,235451,10.19,9,27284.51,82054.02,2021-09-28,2022-06-25,Active,362932.83,825,Working Capital,Low
695,BKAILN73097822,2482,15877,4,24,1815513,11.87,33,64751.68,1281775.54,2023-01-13,2025-09-29,Active,0.0,571,Vehicle Purchase,High
696,BKAILN66124397,4311,12462,3,81,96510,9.4,80,1628.16,62740.71,2019-04-01,2025-10-26,Active,154125.83,339,Working Capital,High
697,BKAILN22956471,3587,3683,8,97,3225223,10.86,106,47446.55,2057879.0,2021-02-07,2029-10-23,Active,4774585.69,602,Agriculture,High
698,BKAILN75655873,9848,13501,8,88,2739014,10.14,229,27088.67,1992007.43,2021-08-09,2040-05-31,Active,4364271.39,795,Vehicle Purchase,Low
699,BKAILN63509858,4272,1791,5,35,1357748,9.52,34,45718.57,638285.72,2021-12-10,2024-09-25,Active,2262444.52,735,Medical,Medium
700,BKAILN92316265,5402,4235,6,78,6856484,15.45,17,451650.66,1958079.77,2019-06-29,2020-11-20,Active,0.0,412,Home Purchase,High
701,BKAILN81900277,6481,7515,7,38,234916,10.0,97,3540.63,65446.62,2019-07-01,2027-06-19,Active,0.0,460,Working Capital,High
702,BKAILN75082169,693,5143,6,37,2057215,13.89,82,38984.45,395537.97,2019-08-07,2026-05-02,Active,0.0,707,Medical,Medium
703,BKAILN19917380,8266,13612,11,3,67709,12.59,39,2124.44,60190.56,2017-03-13,2020-05-26,Active,115334.74,378,Education,High
704,BKAILN37201463,1634,8660,2,84,1770228,16.02,62,42159.81,658416.09,2025-03-29,2030-05-02,Active,0.0,769,Agriculture,Low
705,BKAILN62834161,6107,17911,5,92,9054630,9.29,13,734837.11,5033778.07,2019-07-10,2020-08-03,Active,12383889.19,808,Medical,Low
706,BKAILN22802899,9190,5547,10,27,986782,9.93,62,20410.58,374531.96,2018-04-18,2023-05-22,Active,1184769.82,385,Personal Expenses,High
707,BKAILN55347939,2468,1197,10,42,3986065,7.75,30,146583.15,3151652.57,2024-11-03,2027-04-22,Active,5087879.91,618,Agriculture,High
708,BKAILN79045775,9090,2669,1,14,1679459,8.85,173,17214.67,524269.0,2018-03-11,2032-05-26,Active,2389803.69,794,Business Expansion,Low
709,BKAILN76462542,2798,17190,7,63,1590392,10.2,15,113378.26,214950.63,2024-03-24,2025-06-17,Active,0.0,734,Agriculture,Medium
710,BKAILN28994170,4755,17146,7,88,1117032,9.55,42,31392.73,678518.02,2021-05-02,2024-10-13,Active,0.0,469,Working Capital,High
711,BKAILN73148560,1099,184,9,40,941697,12.22,42,27669.17,102493.42,2020-03-10,2023-08-22,Active,1310288.56,453,Medical,High
712,BKAILN56299404,232,6313,12,36,223557,11.06,20,12291.0,150388.85,2021-07-28,2023-03-20,Active,0.0,531,Agriculture,High
713,BKAILN47579022,2922,8616,10,73,3068497,9.19,59,64835.61,520811.43,2023-03-26,2028-01-29,Active,3702740.79,521,Agriculture,High
714,BKAILN22259214,2401,4697,6,22,367076,15.03,87,6951.46,113297.25,2016-09-19,2023-11-12,Active,0.0,521,Home Purchase,High
715,BKAILN85181407,6443,12364,6,100,1573124,11.54,18,95596.51,1233339.73,2019-11-22,2021-05-15,Active,0.0,546,Personal Expenses,High
716,BKAILN85227139,7236,16060,6,89,6794318,13.18,78,130131.75,5029241.9,2022-05-22,2028-10-17,Active,0.0,747,Business Expansion,Medium
717,BKAILN35633440,6267,12262,9,23,2106098,13.55,53,53024.77,1591456.85,2021-08-15,2025-12-22,Closed,2631876.88,873,Home Purchase,Low
718,BKAILN11744092,9942,8947,4,5,152177,10.27,158,1760.35,140646.0,2021-05-14,2034-05-06,Active,0.0,814,Personal Expenses,Low
719,BKAILN75807017,2848,15514,7,96,9799802,9.74,76,173285.21,9775385.01,2020-03-22,2026-06-19,Active,0.0,765,Business Expansion,Low
720,BKAILN52176116,1598,17829,1,36,423980,9.08,276,3665.84,63784.91,2024-02-29,2046-10-31,Default,655572.59,363,Medical,High
721,BKAILN65885406,1008,2129,11,25,3327415,11.96,25,151024.87,1879012.56,2021-05-24,2023-06-13,Active,5850865.36,712,Education,Medium
722,BKAILN51763795,4486,18369,12,45,593341,12.1,11,57258.02,458145.63,2018-05-18,2019-04-13,Active,0.0,303,Personal Expenses,High
723,BKAILN32727871,172,7128,10,82,346846,9.51,23,16555.88,92640.14,2024-07-14,2026-06-04,Active,525056.85,320,Business Expansion,High
724,BKAILN47441833,2301,18516,12,41,1927932,16.16,15,142807.54,1417651.91,2021-04-01,2022-06-25,Active,0.0,482,Medical,High
725,BKAILN70354107,2794,1204,5,75,204629,10.65,11,19607.81,127039.12,2021-07-09,2022-06-04,Active,275062.6,835,Medical,Low
726,BKAILN22181265,8410,6905,12,34,3210850,13.1,26,142516.46,1915111.76,2019-11-08,2021-12-27,Active,0.0,575,Vehicle Purchase,High
727,BKAILN53268043,1714,11760,1,2,1823542,10.32,252,17731.59,793340.1,2021-11-18,2042-07-31,Active,2488290.73,334,Personal Expenses,High
728,BKAILN89668254,9437,14254,6,94,1250790,13.36,24,59676.56,149563.18,2017-01-25,2019-01-15,Active,0.0,767,Medical,Low
729,BKAILN24476095,6898,13956,5,100,227145,10.17,25,10120.59,178730.34,2022-11-16,2024-12-05,Active,393098.47,819,Agriculture,Low
730,BKAILN17220926,1482,10135,10,99,23318569,7.09,77,377809.37,18110718.32,2019-02-18,2025-06-16,Active,27770633.65,641,Working Capital,High
731,BKAILN22101995,4010,5051,8,88,1881203,10.39,177,20813.29,500652.63,2024-08-07,2039-02-20,Active,3198860.67,747,Working Capital,Medium
732,BKAILN22861395,6351,4211,1,41,8305509,9.32,208,80636.93,3643314.69,2018-01-03,2035-02-03,Active,11830689.2,548,Education,High
733,BKAILN13609956,3633,19941,7,23,479806,13.75,84,8925.44,337250.36,2020-01-10,2026-12-04,Active,0.0,900,Working Capital,Low
734,BKAILN38351125,4947,14268,6,12,4513102,13.38,117,69242.24,2482001.74,2023-12-15,2033-07-25,Active,0.0,345,Education,High
735,BKAILN79437349,1744,15235,7,11,27516722,10.33,91,437360.73,7197443.32,2020-10-09,2028-03-31,Active,0.0,707,Business Expansion,Medium
736,BKAILN66701227,894,9928,11,55,525637,12.95,75,10258.99,377233.27,2021-03-13,2027-05-11,Active,582464.7,711,Business Expansion,Medium
737,BKAILN61468716,1311,4928,10,1,45904864,9.42,69,864196.19,37042712.02,2024-04-01,2029-12-01,Active,82009689.34,844,Vehicle Purchase,Low
738,BKAILN90440472,6051,8269,4,55,278006,10.56,140,3461.72,142957.81,2020-01-05,2031-07-06,Active,0.0,351,Vehicle Purchase,High
739,BKAILN81305655,6492,8148,1,23,1248443,9.47,165,13558.46,164861.35,2018-05-16,2031-12-04,Active,1470888.45,337,Business Expansion,High
740,BKAILN86379051,7511,1332,3,10,3152160,11.11,64,65498.17,2921729.6,2022-10-07,2028-01-09,Active,5461137.17,836,Home Purchase,Low
741,BKAILN34686713,4209,2598,3,56,712070,10.73,70,13729.9,551384.5,2018-05-12,2024-02-10,Default,993886.61,322,Medical,High
742,BKAILN34926040,4536,16436,10,86,1578020,7.78,50,37053.02,463446.07,2020-03-13,2024-04-21,Active,2769164.39,581,Agriculture,High
743,BKAILN23038943,3627,7368,3,3,2868793,10.95,41,84188.76,976387.82,2022-06-03,2025-10-15,Active,4358716.75,625,Medical,High
744,BKAILN56030066,5581,10475,2,45,1382408,15.09,70,29815.84,1295157.91,2020-03-02,2025-12-01,Active,0.0,312,Education,High
745,BKAILN94742934,7972,18394,8,45,1616189,11.99,187,19128.71,1122651.18,2025-02-20,2040-07-01,Active,2424153.08,380,Working Capital,High
746,BKAILN13141814,4652,18234,5,96,3960335,8.88,16,263376.9,2621102.66,2023-08-20,2024-12-12,Active,5922382.8,725,Medical,Medium
747,BKAILN31356391,6572,18025,7,53,248405,14.57,45,7197.41,152438.82,2024-04-05,2027-12-16,Active,0.0,482,Medical,High
748,BKAILN76415389,7601,9381,7,58,1261633,14.45,83,24125.37,571464.27,2019-07-13,2026-05-07,Active,0.0,713,Education,Medium
749,BKAILN65068702,3095,952,7,80,1200564,11.09,148,14918.53,571816.52,2018-03-06,2030-05-02,Active,0.0,728,Business Expansion,Medium
750,BKAILN90710835,6379,18090,10,66,1181617,8.71,64,23147.61,845951.22,2020-03-18,2025-06-20,Active,2087080.96,323,Education,High
751,BKAILN71631831,4015,19768,8,57,141861,10.29,121,1888.57,128384.36,2024-10-10,2034-09-18,Default,176603.48,772,Education,Low
752,BKAILN79762014,7704,12627,8,10,1766695,10.75,88,29103.81,187614.14,2024-09-19,2031-12-12,Active,1983337.38,716,Vehicle Purchase,Medium
753,BKAILN15356154,5954,13089,12,92,1772923,13.72,28,74351.97,272689.11,2017-05-12,2019-08-30,Closed,0.0,707,Personal Expenses,Medium
754,BKAILN74772268,3443,8668,7,13,1050501,13.83,38,34295.22,426347.05,2018-02-20,2021-04-05,Active,0.0,548,Business Expansion,High
755,BKAILN46950003,9740,1172,8,98,3090518,12.15,185,37035.6,2499105.82,2021-10-17,2036-12-27,Active,4912975.36,881,Vehicle Purchase,Low
756,BKAILN49578072,2531,4213,1,19,7442917,8.75,214,68805.9,4546698.89,2023-09-23,2041-04-21,Active,9774923.97,750,Agriculture,Low
757,BKAILN64471544,7815,5584,5,45,943888,9.91,6,161892.88,403743.95,2022-08-05,2023-02-01,Active,1374314.23,829,Working Capital,Low
758,BKAILN40175524,5068,6765,9,29,854673,11.18,43,24213.82,96415.09,2021-03-30,2024-10-10,Active,1506672.07,650,Business Expansion,Medium
759,BKAILN94074257,1620,10798,11,65,5102348,10.29,55,116749.44,1440275.41,2017-03-10,2021-09-15,Active,7985025.94,708,Business Expansion,Medium
760,BKAILN84084918,4547,2994,1,96,180008,9.25,253,1619.68,91886.78,2017-06-16,2038-03-28,Active,203078.36,572,Business Expansion,High
761,BKAILN95081383,1197,6437,3,62,977283,10.45,27,40774.17,569990.81,2024-05-26,2026-08-14,Active,1609574.17,626,Business Expansion,High
762,BKAILN96251983,3192,19299,8,82,950875,9.69,198,9639.23,462867.01,2018-12-24,2035-03-30,Active,1648334.38,753,Personal Expenses,Low
763,BKAILN81429336,4080,11179,1,36,1067790,8.82,224,9736.16,379471.35,2019-09-26,2038-02-18,Active,1656885.2,570,Vehicle Purchase,High
764,BKAILN22692698,7262,11221,11,82,1522531,11.26,72,29183.13,397252.17,2023-09-03,2029-08-02,Active,2485237.2,611,Education,High
765,BKAILN91809287,3446,18711,4,87,4104617,11.62,83,72186.89,790653.52,2020-03-18,2027-01-11,Active,0.0,607,Education,High
766,BKAILN46155999,3748,8614,4,61,31856100,11.57,67,647668.62,21921506.57,2020-03-10,2025-09-10,Closed,0.0,726,Vehicle Purchase,Medium
767,BKAILN64234848,907,13396,6,46,1242253,12.01,54,29890.55,976939.71,2021-02-02,2025-07-11,Active,0.0,305,Education,High
768,BKAILN53712718,9144,18350,8,95,1977106,11.68,64,41652.13,239844.9,2021-04-25,2026-07-28,Active,2766463.28,691,Medical,Medium
769,BKAILN98505617,6391,15960,10,32,3019794,8.51,47,75777.82,1913481.11,2017-05-31,2021-04-10,Active,5334260.02,347,Agriculture,High
770,BKAILN53559761,6780,4974,1,20,8099162,8.48,283,66266.82,4249280.26,2024-04-04,2047-07-03,Active,13902979.52,375,Medical,High
771,BKAILN52139163,5919,14610,9,96,1701109,9.9,27,70539.88,1225841.46,2022-03-27,2024-06-14,Closed,2038485.35,369,Education,High
772,BKAILN67355386,6494,15937,6,7,2834605,14.28,70,59902.27,641309.38,2025-03-30,2030-12-29,Active,0.0,720,Home Purchase,Medium
773,BKAILN85874195,1510,18295,9,100,567286,11.18,48,14711.44,227128.44,2019-01-21,2022-12-31,Active,650663.79,377,Education,High
774,BKAILN97301075,5414,2393,9,24,4558658,13.31,17,295712.0,3810947.79,2020-09-01,2022-01-24,Active,6500649.12,455,Working Capital,High
775,BKAILN53269689,6999,4932,8,34,1406803,10.85,237,14428.99,1189311.79,2018-07-05,2037-12-22,Active,1566067.39,530,Working Capital,High
776,BKAILN81594695,9862,1293,9,100,155031,11.56,54,3695.63,44265.96,2023-11-03,2028-04-10,Active,190240.2,326,Working Capital,High
777,BKAILN57693567,448,4500,2,57,170640,12.96,52,4306.03,52843.96,2022-06-18,2026-09-25,Active,0.0,522,Agriculture,High
778,BKAILN22462359,2869,16604,1,75,937434,9.25,310,7962.7,267233.41,2023-04-11,2048-09-26,Active,1280866.15,427,Business Expansion,High
779,BKAILN78281290,1835,14974,3,3,306433,11.21,31,11431.0,251217.48,2024-06-26,2027-01-12,Active,414267.06,561,Agriculture,High
780,BKAILN97299591,6385,15446,7,3,5547824,14.79,37,187625.56,2056162.24,2018-03-11,2021-03-25,Closed,0.0,386,Vehicle Purchase,High
781,BKAILN15233258,1003,19537,12,27,73786,14.38,16,5095.34,17722.1,2019-09-08,2020-12-31,Active,0.0,781,Vehicle Purchase,Low
782,BKAILN58998598,1793,5321,6,4,44802636,15.32,117,739636.05,37117901.05,2017-03-07,2026-10-16,Active,0.0,485,Vehicle Purchase,High
783,BKAILN64714435,762,17678,7,49,376061,12.94,79,7096.45,49188.96,2020-03-23,2026-09-18,Active,0.0,447,Education,High
784,BKAILN69111612,2203,19768,3,82,17543747,9.08,46,453029.0,17281150.59,2020-04-17,2024-01-27,Active,29812059.43,849,Personal Expenses,Low
785,BKAILN36345208,2062,7187,8,66,34533842,12.15,125,488252.31,25716791.42,2018-01-03,2028-04-10,Active,49537169.52,884,Education,Low
786,BKAILN54107402,7572,19359,4,67,426055,11.14,48,11040.6,322535.24,2023-06-07,2027-05-17,Active,0.0,608,Vehicle Purchase,High
787,BKAILN95178684,559,7794,3,21,4430048,9.82,47,113922.16,1232025.31,2016-08-05,2020-06-15,Active,5437975.75,446,Home Purchase,High
788,BKAILN47487708,8430,11055,10,44,40340194,8.44,56,874010.12,26591501.71,2020-06-02,2025-01-07,Default,59788830.79,420,Education,High
789,BKAILN82923013,2069,3100,5,30,3913929,9.02,33,134364.2,613727.53,2022-07-22,2025-04-07,Default,5306487.6,326,Business Expansion,High
790,BKAILN34509818,6514,16742,2,25,1229021,14.63,49,33463.66,1191736.55,2024-07-28,2028-08-06,Active,0.0,816,Medical,Low
791,BKAILN40926924,8698,5465,1,48,6273150,8.7,310,50902.65,892642.26,2019-08-13,2045-01-28,Active,9241663.42,852,Education,Low
792,BKAILN73960898,7668,10549,11,18,818875,12.04,63,17598.95,300401.66,2021-01-03,2026-03-08,Active,1417202.1,731,Vehicle Purchase,Medium
793,BKAILN31508787,3973,12821,1,21,49861654,8.42,301,398426.57,38874768.65,2024-11-02,2049-07-24,Active,59744846.58,792,Agriculture,Low
794,BKAILN37626181,7265,4667,10,87,7317084,7.58,118,88150.47,5512552.54,2024-02-13,2033-10-23,Active,11049900.33,455,Working Capital,High
795,BKAILN30626125,1154,11187,1,35,2430387,9.68,253,22560.14,2041564.77,2022-02-25,2042-12-07,Closed,3594254.7,765,Home Purchase,Low
796,BKAILN49071710,3681,17133,7,14,109159,14.11,77,2162.73,78844.81,2017-07-17,2023-11-13,Active,0.0,798,Working Capital,Low
797,BKAILN43778683,8321,10776,4,54,3813942,11.98,150,49152.71,1343206.33,2016-11-13,2029-03-10,Active,0.0,582,Vehicle Purchase,High
798,BKAILN75479724,9187,19879,6,73,423867,11.58,24,19869.86,296310.86,2020-08-21,2022-08-11,Active,0.0,406,Agriculture,High
799,BKAILN62847572,654,11381,1,83,489461,9.6,271,4426.49,154059.26,2016-12-07,2039-03-12,Active,737170.09,731,Personal Expenses,Medium
800,BKAILN65317019,465,14963,10,33,1817260,9.59,16,121447.55,1212964.98,2025-03-26,2026-07-19,Active,2417452.95,599,Working Capital,High
801,BKAILN38102644,9151,17934,6,83,2200485,17.82,43,69606.31,741247.3,2018-05-20,2021-11-30,Active,0.0,464,Agriculture,High
802,BKAILN52484493,5011,3320,6,93,2372746,16.47,34,87800.76,1956661.52,2017-03-16,2019-12-31,Active,0.0,533,Agriculture,High
803,BKAILN32621484,5289,522,6,15,1302573,15.35,93,24030.92,1180394.53,2020-08-04,2028-03-25,Active,0.0,463,Vehicle Purchase,High
804,BKAILN45348929,2389,11147,9,69,4257603,12.65,47,115341.04,1186839.41,2024-08-25,2028-07-05,Active,4953208.27,714,Education,Medium
805,BKAILN99593195,4486,864,7,64,1695601,10.07,87,27540.36,544819.04,2025-01-16,2032-03-10,Active,0.0,458,Medical,High
806,BKAILN68914857,6792,18230,4,71,389683,12.0,136,5254.63,339717.15,2025-04-08,2036-06-09,Default,0.0,794,Medical,Low
807,BKAILN45374067,7067,12132,7,47,4630899,10.52,144,56742.89,3783989.05,2017-07-30,2029-05-28,Closed,0.0,672,Medical,Medium
808,BKAILN73852434,8772,10273,6,14,782052,14.78,21,42491.7,768686.67,2024-06-02,2026-02-22,Active,0.0,819,Medical,Low
809,BKAILN76724054,9684,14293,12,9,1661975,12.59,28,68809.56,854612.45,2024-11-27,2027-03-17,Closed,0.0,748,Education,Medium
810,BKAILN43824487,452,19587,1,63,390932,9.51,263,3542.44,62107.95,2021-07-12,2043-02-17,Active,626745.37,883,Education,Low
811,BKAILN29358634,8842,19231,7,41,212437,10.68,127,2799.18,188723.05,2016-07-19,2026-12-24,Active,0.0,716,Home Purchase,Medium
812,BKAILN90735381,2939,5939,12,4,648926,15.03,24,31473.5,492729.97,2023-09-11,2025-08-31,Active,0.0,554,Personal Expenses,High
813,BKAILN34560448,1571,10198,12,46,1346317,11.22,8,175447.28,302461.63,2020-03-07,2020-11-02,Active,0.0,651,Agriculture,Medium
